MongoDB observer connected: localhost:27017/env_poisoning
INFO - environment_poisoning_attack - Running command 'sacred_main'
INFO - environment_poisoning_attack - Started run with ID "39"
INFO - victim_tracking - Running command 'victim_main'
INFO - victim_tracking - Started run with ID "30"
Starting Sacred experiment: 39
Configuration: {'__doc__': 'Default experiment configuration.', 'experiment_name': 'env_poisoning_attack', 'privacy_mode': 'full_whitebox', 'seed': 0, 'max_episodes': 12000, 'max_timesteps': 15, 'eval_freq_episode': 20, 'eps_greedy_start_episodes': 30, 'victim_n_episodes': 80, 'keep_checkpoints': 3, 'batch_size': 256, 'discount': 0.9, 'tau': 0.005, 'expl_noise': 0.1, 'policy_noise': 0.2, 'noise_clip': 0.5, 'policy_freq': 2, 'ae_embedding_size': 5, 'ae_seq_len': 5, 'ae_n_epochs': 10, 'victim_memory_size': 50, 'victim_discount_factor': 1.0, 'victim_alpha': 0.1, 'victim_epsilon': 0.1, 'model_dir': None, 'num_victims': 1, 'victim_algo': 'qlearning', 'attack_algo': 'ddpg', 'env': 'grid3d', 'env_shape': None, 'grid_size': 6, 'encoder_mode': 'whitebox'}
Victim MongoDB observer connected: localhost:27017/env_poisoning_victims
Victim Sacred experiment started: run_id=30
[    1/12000]  acc=0.4000  min=0.3333  best=0.4000  reward=8.13
[    2/12000]  acc=0.4000  min=0.4000  best=0.4000  reward=7.60
[    3/12000]  acc=0.2667  min=0.0667  best=0.4000  reward=4.67
[    4/12000]  acc=0.4000  min=0.3333  best=0.4000  reward=7.07
[    5/12000]  acc=0.4667  min=0.3333  best=0.4667  reward=6.47
[    6/12000]  acc=0.4667  min=0.4000  best=0.4667  reward=7.20
[    7/12000]  acc=0.3333  min=0.3333  best=0.4667  reward=7.00
[    8/12000]  acc=0.2000  min=0.2000  best=0.4667  reward=5.80
[    9/12000]  acc=0.6000  min=0.2667  best=0.6000  reward=5.67
[   10/12000]  acc=0.3333  min=0.2000  best=0.6000  reward=4.93
[   11/12000]  acc=0.4667  min=0.3333  best=0.6000  reward=7.60
[   12/12000]  acc=0.6000  min=0.4000  best=0.6000  reward=8.33
[   13/12000]  acc=0.6000  min=0.3333  best=0.6000  reward=7.47
[   14/12000]  acc=0.2667  min=0.2667  best=0.6000  reward=6.80
[   15/12000]  acc=0.3333  min=0.2000  best=0.6000  reward=5.33
[   16/12000]  acc=0.3333  min=0.3333  best=0.6000  reward=6.00
[   17/12000]  acc=0.3333  min=0.2667  best=0.6000  reward=6.60
[   18/12000]  acc=0.5333  min=0.2667  best=0.6000  reward=6.93
