MongoDB observer connected: localhost:27017/env_poisoning
INFO - environment_poisoning_attack - Running command 'sacred_main'
INFO - environment_poisoning_attack - Started run with ID "40"
INFO - victim_tracking - Running command 'victim_main'
INFO - victim_tracking - Started run with ID "31"
Starting Sacred experiment: 40
Configuration: {'__doc__': 'Default experiment configuration.', 'experiment_name': 'env_poisoning_attack', 'privacy_mode': 'full_whitebox', 'seed': 2, 'max_episodes': 12000, 'max_timesteps': 15, 'eval_freq_episode': 20, 'eps_greedy_start_episodes': 30, 'victim_n_episodes': 80, 'keep_checkpoints': 3, 'batch_size': 256, 'discount': 0.9, 'tau': 0.005, 'expl_noise': 0.1, 'policy_noise': 0.2, 'noise_clip': 0.5, 'policy_freq': 2, 'ae_embedding_size': 5, 'ae_seq_len': 5, 'ae_n_epochs': 10, 'victim_memory_size': 50, 'victim_discount_factor': 1.0, 'victim_alpha': 0.1, 'victim_epsilon': 0.1, 'model_dir': None, 'num_victims': 1, 'victim_algo': 'qlearning', 'attack_algo': 'ddpg', 'env': 'grid3d', 'env_shape': None, 'grid_size': 6, 'encoder_mode': 'whitebox'}
Victim MongoDB observer connected: localhost:27017/env_poisoning_victims
Victim Sacred experiment started: run_id=31
[  229/12000]  acc=0.6667  min=0.3333  best=0.8000  reward=10.07
[  230/12000]  acc=0.6667  min=0.3333  best=0.8000  reward=9.53
[  231/12000]  acc=0.7333  min=0.4000  best=0.8000  reward=10.07
[  232/12000]  acc=0.6667  min=0.2000  best=0.8000  reward=9.40
[  233/12000]  acc=0.6667  min=0.5333  best=0.8000  reward=9.87
[  234/12000]  acc=0.6667  min=0.3333  best=0.8000  reward=9.60
[  235/12000]  acc=0.7333  min=0.3333  best=0.8000  reward=10.47
[  236/12000]  acc=0.6667  min=0.3333  best=0.8000  reward=9.53
[  237/12000]  acc=0.7333  min=0.3333  best=0.8000  reward=9.87
[  238/12000]  acc=0.6667  min=0.3333  best=0.8000  reward=9.87
[  239/12000]  acc=0.7333  min=0.4000  best=0.8000  reward=10.27
[  240/12000]  acc=0.6667  min=0.4667  best=0.8000  reward=10.00 [ckpt]
[  241/12000]  acc=0.7333  min=0.3333  best=0.8000  reward=10.27
[  242/12000]  acc=0.7333  min=0.3333  best=0.8000  reward=10.33
[  243/12000]  acc=0.6667  min=0.3333  best=0.8000  reward=9.40
[  244/12000]  acc=0.6667  min=0.4000  best=0.8000  reward=9.67
[  245/12000]  acc=0.6667  min=0.4000  best=0.8000  reward=9.73
[  246/12000]  acc=0.7333  min=0.2667  best=0.8000  reward=10.07
[  247/12000]  acc=0.6667  min=0.4000  best=0.8000  reward=9.67
[  248/12000]  acc=0.6667  min=0.2667  best=0.8000  reward=9.53
[  249/12000]  acc=0.7333  min=0.4667  best=0.8000  reward=9.87
[  250/12000]  acc=0.6667  min=0.4000  best=0.8000  reward=9.93
[  251/12000]  acc=0.6667  min=0.4000  best=0.8000  reward=9.73
[  252/12000]  acc=0.7333  min=0.3333  best=0.8000  reward=10.00
[  253/12000]  acc=0.6667  min=0.2667  best=0.8000  reward=10.40
[  254/12000]  acc=0.6667  min=0.3333  best=0.8000  reward=10.00
[  255/12000]  acc=0.6667  min=0.2667  best=0.8000  reward=9.33
[  256/12000]  acc=0.7333  min=0.4000  best=0.8000  reward=10.53
[  257/12000]  acc=0.6667  min=0.4000  best=0.8000  reward=10.47
[  258/12000]  acc=0.6667  min=0.3333  best=0.8000  reward=10.13
[  259/12000]  acc=0.7333  min=0.4000  best=0.8000  reward=9.87
[  260/12000]  acc=0.6667  min=0.2667  best=0.8000  reward=9.93 [ckpt]
[  261/12000]  acc=0.6667  min=0.4000  best=0.8000  reward=10.40
[  262/12000]  acc=0.7333  min=0.3333  best=0.8000  reward=10.00
[  263/12000]  acc=0.6667  min=0.3333  best=0.8000  reward=9.40
[  264/12000]  acc=0.7333  min=0.3333  best=0.8000  reward=10.00
[  265/12000]  acc=0.6667  min=0.3333  best=0.8000  reward=9.53
[  266/12000]  acc=0.6667  min=0.4000  best=0.8000  reward=9.80
[  267/12000]  acc=0.7333  min=0.4667  best=0.8000  reward=10.13
[  268/12000]  acc=0.6667  min=0.4667  best=0.8000  reward=10.13
[  269/12000]  acc=0.6667  min=0.3333  best=0.8000  reward=9.73
[  270/12000]  acc=0.6667  min=0.2000  best=0.8000  reward=9.40
[  271/12000]  acc=0.7333  min=0.3333  best=0.8000  reward=10.07
[  272/12000]  acc=0.6667  min=0.2667  best=0.8000  reward=10.00
[  273/12000]  acc=0.6667  min=0.2667  best=0.8000  reward=9.40
[  274/12000]  acc=0.6667  min=0.2667  best=0.8000  reward=9.60
[  275/12000]  acc=0.6667  min=0.3333  best=0.8000  reward=9.33
[  276/12000]  acc=0.6667  min=0.2667  best=0.8000  reward=9.73
[  277/12000]  acc=0.6667  min=0.2667  best=0.8000  reward=9.87
[  278/12000]  acc=0.6667  min=0.2667  best=0.8000  reward=9.47
[  279/12000]  acc=0.6667  min=0.4667  best=0.8000  reward=10.20
[  280/12000]  acc=0.6667  min=0.3333  best=0.8000  reward=9.60 [ckpt]
[  281/12000]  acc=0.7333  min=0.5333  best=0.8000  reward=10.33
[  282/12000]  acc=0.6667  min=0.4000  best=0.8000  reward=9.67
[  283/12000]  acc=0.6667  min=0.4667  best=0.8000  reward=9.53
[  284/12000]  acc=0.6667  min=0.4667  best=0.8000  reward=9.80
[  285/12000]  acc=0.7333  min=0.3333  best=0.8000  reward=10.27
[  286/12000]  acc=0.6667  min=0.4000  best=0.8000  reward=9.67
[  287/12000]  acc=0.4667  min=0.4667  best=0.8000  reward=8.07
[  288/12000]  acc=0.5333  min=0.2000  best=0.8000  reward=8.13
[  289/12000]  acc=0.4667  min=0.3333  best=0.8000  reward=7.67
[  290/12000]  acc=0.6000  min=0.4667  best=0.8000  reward=9.33
[  291/12000]  acc=0.6000  min=0.4667  best=0.8000  reward=8.27
[  292/12000]  acc=0.4667  min=0.4000  best=0.8000  reward=8.07
[  293/12000]  acc=0.6000  min=0.3333  best=0.8000  reward=7.67
